# Shadow tomography log started 2020-01-13 21:44:39
# Dimension = 8
# True state = ( 0.14721585 -0.00534268 -0.35672598 -0.06598247  0.68291300 -0.18321269  0.05912638  0.14621629  0.12210690 -0.01363021 -0.06913602 -0.12444022  0.33730013 -0.28221549 -0.30506144 -0.00625829)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7
  47795590 26525   0.22726612  0.05689319 -0.11382609  0.10588909 -0.39016094 -0.22076759 -0.20102653  0.10946744  0.32853315 -0.21054082 -0.37336033 -0.51507710  0.23110848  0.19316708  0.08280153 -0.11419792
  47803917 8327    0.54805243 -0.08819008  0.02466683  0.07820656  0.09641542  0.00006057  0.08583976  0.43578471  0.04049521  0.04019556  0.15469909  0.29269196 -0.08201123  0.59326520 -0.07869548  0.02872717
  47842305 38388  -0.26589448 -0.15939971  0.24771126 -0.25698332 -0.30926175 -0.06150212 -0.03731074 -0.00884712 -0.12464850  0.47409151 -0.23498236 -0.07004536 -0.08486802  0.30116255 -0.52400963 -0.05180953
  47915339 73034   0.02472850 -0.17837896  0.20976254  0.40706758  0.51663756 -0.08132914 -0.05449410  0.03971624  0.38113972  0.02916526 -0.21367629 -0.13445870 -0.07251688 -0.19951240 -0.42509767  0.21014899
  47921010 5671   -0.37476944 -0.27719521 -0.05762561  0.00430577 -0.36947610  0.23162005  0.06468657  0.28417026  0.07540628 -0.04368722  0.10646411  0.28163905  0.57874519 -0.11128444 -0.00323363  0.24224653
  47937608 16598  -0.04013638 -0.18533162 -0.02114543 -0.42913964 -0.18980508 -0.17563913  0.50436846 -0.23570868  0.16669119  0.34803737 -0.04894509  0.35679227 -0.30829282 -0.09146295  0.12915652  0.06251760
  47951419 13811  -0.33548407  0.19411679  0.16730567 -0.17502565  0.23499588 -0.08816951 -0.04452308  0.34840053  0.14546032 -0.15735171  0.10775883  0.05171438 -0.27981237  0.43920907  0.19852110  0.48370133
  48032296 80877  -0.14526112 -0.39481333  0.20715114  0.30110465 -0.03114803 -0.49913400  0.10030756 -0.07649549  0.06957987  0.06126471  0.47959458 -0.39538217  0.01289665 -0.07613998  0.14607293  0.03455802
  48045450 13154  -0.11086338 -0.40810319 -0.27419501 -0.45912690  0.25841327 -0.00901382 -0.09110279  0.36893920  0.09311577 -0.25962243  0.01651658 -0.14467095 -0.10188021 -0.14426532  0.05823024 -0.43823111
  48205925 160475 -0.17305557  0.04693974  0.12334202 -0.31050449  0.49375207 -0.01770162  0.12707027 -0.32359203  0.20892005  0.15621724 -0.02993858 -0.19464791  0.46796682  0.10075159 -0.38911776  0.06218546
  48219384 13459   0.06177760 -0.20973393  0.02846113 -0.35519324 -0.08379376  0.10829806 -0.01978578 -0.29118691 -0.68105602 -0.31123948  0.20545727 -0.08885830 -0.05840316  0.03278333 -0.11067509  0.30617205
  48230484 11100  -0.03599851 -0.39931383 -0.05012203  0.30456660  0.26086449  0.17916288  0.20966341 -0.26725237  0.06160091 -0.28345832 -0.51648069 -0.04665561  0.01612303  0.08375645  0.37309162  0.17000751
  48278526 48042   0.23020405  0.04985841 -0.02891513  0.02688091 -0.28447362 -0.26540271  0.31641070 -0.12403963 -0.10461861 -0.20815265  0.45552313 -0.18835729 -0.16967856  0.22079414 -0.38199604 -0.39418517
  48329361 50835  -0.22728335  0.35321893 -0.35041906 -0.43588506  0.13739377  0.40507938 -0.05480629 -0.33321030 -0.28221094 -0.01473293  0.19764168 -0.05014661 -0.16780419 -0.22395368 -0.00291785 -0.11845323
  48396462 67101   0.52450560  0.08767187  0.46689579 -0.04438900  0.10712836  0.36042716 -0.01041791 -0.34145655  0.14172263  0.12657804 -0.21142855  0.23471903 -0.13262857  0.01639872 -0.04882893 -0.28812194
  48421148 24686   0.52722846 -0.00479443  0.11604458 -0.03590150  0.06413561 -0.10582782 -0.01796251  0.03339217 -0.54074621 -0.18970810  0.25562097 -0.01970103  0.16719955 -0.21692222  0.36172063  0.30086994
  48491301 70153  -0.06440411  0.18623646  0.21826642 -0.01551135  0.27197563 -0.12436169  0.18173261  0.04244820  0.05910086  0.50607869  0.29674623 -0.04152373  0.48673196 -0.31339003 -0.32326474 -0.00309827
  48534006 42705   0.15493617 -0.22796809 -0.40837696  0.04166456  0.24209735 -0.04205183  0.47131098 -0.09408838 -0.07957135 -0.23588928 -0.46278172  0.07552529  0.24306339 -0.26420306 -0.16213722 -0.16472287
  48537561 3555   -0.17686844 -0.12031715  0.27355925  0.08348572  0.51742031  0.15439636  0.48237972  0.04817943 -0.07385143 -0.05058622  0.08172830 -0.22432110 -0.41063504  0.18476942  0.01111822  0.27922463
  48549932 12371  -0.06731488  0.20546788  0.28205358 -0.27053178 -0.02404098 -0.25887573 -0.13904650  0.36354668 -0.41383880 -0.02247121 -0.42785250 -0.01439668 -0.25698931 -0.13589215 -0.37225716 -0.05742080
  48603996 54064   0.26944228 -0.23438478 -0.32063871  0.14427104 -0.03974753  0.30487422 -0.45969351 -0.22917177 -0.32008647 -0.04785169 -0.32831400  0.03660407  0.30481432  0.14634881  0.23092375  0.09457668
  48609130 5134   -0.08625379 -0.01910198  0.07022599 -0.11640208  0.43211405  0.21011338  0.00067743  0.09585710 -0.33562785 -0.17072162  0.60166057 -0.22744912  0.01971737  0.21832065  0.27664017  0.23141329
  48658249 49119  -0.67241569 -0.11232182 -0.19525146  0.25098108  0.14044618  0.19515310  0.16628223 -0.32616757  0.00446252 -0.17135032 -0.06741062 -0.11297972  0.17633460  0.13768938 -0.33948980 -0.17402973
  48696749 38500   0.10360806  0.21286841  0.29109922  0.15598295  0.11134356  0.55834057  0.13478036 -0.10238201  0.39354422 -0.09553742 -0.16615715 -0.24828725  0.01221902 -0.22553043  0.38060894 -0.18154316
  48735268 38519   0.24067625 -0.05722034 -0.18084159  0.43653677  0.19968326 -0.26219706 -0.19077986 -0.44600347  0.35865536  0.15338413  0.40950246  0.02304965 -0.18616586  0.05832343  0.05325128 -0.10157282
  48766574 31306   0.29678171 -0.12628731 -0.05178701 -0.05964442 -0.08363105  0.05834350  0.07722090 -0.09559149 -0.11133783 -0.13997117  0.32631598 -0.17417577  0.41879725 -0.61755284 -0.36530166 -0.07223963
  48779375 12801   0.09370826 -0.35179018  0.23277128  0.19966748  0.21168946 -0.28883900  0.43589636 -0.09270181  0.11761730 -0.15465621 -0.22046276  0.12537389  0.28379695  0.00163700  0.14582244  0.49263660
  48857278 77903  -0.05271588  0.20810996 -0.50204788  0.26851900 -0.02255530 -0.21185435  0.05311161  0.33534056  0.00874137 -0.58146407 -0.02978261  0.01805118 -0.10326002 -0.22477550  0.25995301 -0.03065383
  48962351 105073 -0.25237616  0.19440072 -0.08776237  0.12577486 -0.49601943 -0.25590188  0.08075243  0.05530094 -0.02164466  0.01092311 -0.17118284  0.47543534 -0.38299626  0.07125660 -0.10694483  0.36709933
  48989029 26678  -0.25488715 -0.29399925  0.03222261  0.15862816  0.05714356 -0.35693942 -0.30584098 -0.42147831  0.21619923 -0.33714252  0.24051278  0.29889580  0.23031386  0.07612739  0.22215656 -0.06896600
  49013384 24355   0.18797269  0.14293227 -0.11293466  0.15251932  0.11979379  0.25604481 -0.46583083 -0.38883712 -0.32839864 -0.18669942 -0.33468940  0.04611199 -0.35860669  0.17227260 -0.09561784 -0.18934903
  49082163 68779  -0.03223241  0.16968912  0.04335130 -0.40123814 -0.25111201 -0.24780775  0.07851483 -0.04637898  0.10262648  0.14835236 -0.25422431  0.01358249  0.14064811  0.49545382  0.04823360 -0.55639539
  49094914 12751   0.24772480 -0.24509268 -0.55151055 -0.29956451 -0.01178422 -0.19979944  0.03730699  0.20754884 -0.13740793 -0.34087268  0.32212889 -0.12426645 -0.27219707  0.25854707  0.02914251  0.06372430
  49154134 59220  -0.20722878 -0.40486831  0.41299256 -0.09852722  0.00509594  0.25839826  0.37866440 -0.01814087 -0.24445816 -0.29196039  0.09456770  0.19098880 -0.15634344  0.12475442 -0.36728442 -0.19243373
  49186942 32808   0.13054404  0.53743694 -0.02991664  0.32295075  0.37241966 -0.32656050  0.37450759  0.01783464 -0.18450208 -0.19942290  0.19458069  0.16065845  0.07520737  0.00963397 -0.13147509 -0.20614913
  49188850 1908   -0.16369482 -0.02320791 -0.13319708  0.23298624  0.02351640  0.02620872 -0.08328108 -0.08388098  0.38361420  0.40338058  0.41869648 -0.12209139 -0.42056329  0.04791983 -0.33054333 -0.31130723
  49189443 593    -0.35987345 -0.00954264  0.04443188 -0.29955781 -0.18386649 -0.23625046  0.09422082 -0.36370983  0.50795565  0.05563478  0.20077269  0.33968326  0.14467577  0.15448891  0.27854512  0.09334642
  49211852 22409   0.48768535 -0.35070042  0.14344403  0.21105555 -0.32413288 -0.05009461  0.30404653 -0.16589600  0.40157299 -0.29474735 -0.02494810 -0.10738157  0.09696413 -0.10940973 -0.24646503 -0.06408278
  49280488 68636  -0.02235603 -0.05012487 -0.01580294  0.20017170  0.38103212  0.30813690  0.27166223  0.01124659 -0.09084411 -0.17985287  0.38351404  0.40026008  0.24714092  0.38368874 -0.21358343 -0.20200040
  49412650 132162  0.17212159 -0.33916748 -0.05031078 -0.30068881  0.04215782  0.34793859 -0.18160199  0.04500958  0.09081136  0.29515310 -0.09364755 -0.33700829  0.50749955  0.26919809  0.21444929 -0.10407953
  49422852 10202  -0.18862033  0.12090749  0.31736081 -0.08345838 -0.42103230 -0.10126673 -0.04630805  0.55853863 -0.09692631 -0.12183737 -0.05794630  0.14610449  0.44756966  0.05750598 -0.25122327  0.15749778
  49454527 31675   0.10965829  0.47033917  0.57627079  0.04650824  0.21871246  0.21407233 -0.07119198 -0.29506556  0.10639637 -0.06865834 -0.40961864  0.07942300  0.16510008 -0.06566486  0.09238635 -0.12835988
  49488072 33545   0.21836114 -0.15896806 -0.04234788  0.38962991  0.01041141 -0.19354074 -0.06987058  0.05170560 -0.24429309 -0.16756571 -0.02266448  0.26173585  0.27231684 -0.11202957  0.67194070  0.18257292
  49509682 21610  -0.04163916  0.06142618 -0.17636296 -0.28855499 -0.06891702 -0.34107720  0.42711648 -0.18361412 -0.40395355 -0.25214707 -0.34159275 -0.13420924  0.12528037  0.24065071  0.05401230 -0.32391307
  49552774 43092   0.07857648 -0.45495039 -0.11484862  0.09779379 -0.02886162 -0.05213073 -0.20391415 -0.35147685  0.30105121  0.19358590 -0.08209720 -0.18886861  0.25208063  0.25926472 -0.42075037 -0.34221651
  49606479 53705   0.15638157 -0.06295169  0.16124527 -0.27096367 -0.34057870  0.18547985  0.13146447  0.16684688 -0.17690509 -0.01430160 -0.48051472  0.47621526  0.22951591 -0.08366842 -0.10065131 -0.34301483
  49611126 4647   -0.20853581  0.45363209  0.12497833 -0.48832545  0.05680545 -0.07781536  0.06180549 -0.21570148  0.51145695  0.20600829 -0.21196720 -0.03515488 -0.24528056 -0.05476787 -0.14697963 -0.04540481
  49656400 45274  -0.10153523  0.17200480  0.32129692  0.41064460  0.01403019  0.23735307  0.50714453 -0.18014443  0.18759462 -0.29556222  0.02801153  0.15286666  0.04543670  0.41690793 -0.13687593  0.02738540
  49673044 16644   0.44054267 -0.08074499  0.25981135  0.22458876 -0.01612320  0.20168175 -0.00528243 -0.06776272  0.28004599 -0.22663155  0.02102047 -0.17327729 -0.24991519 -0.62171413 -0.05062768 -0.15524642
  49741231 68187  -0.00292493 -0.22644278 -0.11078437 -0.00622754  0.36357429  0.49506694 -0.07181085 -0.09635707  0.26271054  0.11974635 -0.35032370  0.07044165  0.10835338  0.05319673  0.53693249  0.17542107
  49781998 40767  -0.06569354 -0.19237234 -0.15907323  0.19108242 -0.16303121 -0.45423255  0.26721947 -0.52623545 -0.08152627  0.02923227 -0.29876317  0.22677930 -0.11321252 -0.25918942  0.12864543  0.26624963
  49823813 41815  -0.41869736  0.02739948 -0.36647501 -0.15971246 -0.19445067  0.30217029  0.15015834 -0.24459951 -0.17157668 -0.40463944  0.00113782 -0.36159277  0.04082962 -0.15906197  0.09084298 -0.30576612
  49831312 7499    0.33857625 -0.05572355 -0.55212862  0.49680054  0.04058314  0.28172128 -0.00116712  0.09282188  0.12154108  0.22908433 -0.13107631 -0.11421360 -0.15374969 -0.14793305  0.25250442  0.18496985
  49864985 33673  -0.22437033 -0.11636866 -0.25417751  0.24366749 -0.02461307 -0.41127340  0.35201355  0.28283457 -0.31651833  0.39270963  0.15092465  0.11452581 -0.03773816  0.04332172 -0.29269842 -0.24331723
  49904991 40006  -0.14860468 -0.23494842 -0.06335572  0.21987625 -0.50050817  0.24280394 -0.19708682 -0.08061277 -0.25839164 -0.04862041  0.07619252  0.35749879  0.47088069  0.21621990  0.20989039 -0.01667468
  49937863 32872   0.01372607  0.30757454  0.08581239  0.30029472 -0.11381645  0.12514533  0.25367588  0.17451635 -0.38316652 -0.45118450 -0.23171038 -0.48701155  0.14942940  0.06611939 -0.11582907 -0.05361528
  50093938 156075  0.34093501  0.21121737  0.29468598 -0.06177289 -0.41381938 -0.25052705  0.13081466  0.34679013 -0.03326948  0.05488451  0.19107319  0.07842559 -0.14503628 -0.22026291  0.50638211 -0.06599884
  50114775 20837  -0.14866647  0.10315704 -0.00670337  0.10653836 -0.24406785  0.23847933 -0.04707505  0.07800727 -0.06098872 -0.29715872 -0.07612182  0.46985580 -0.56208705 -0.27898907 -0.33860114  0.06410482
  50141181 26406  -0.35982140  0.15981659  0.09422816 -0.07233091 -0.17734249  0.10143238 -0.38940027  0.22378353 -0.01493125  0.39410902 -0.40277027 -0.22091908 -0.29593134  0.30879323  0.13878204 -0.13661228
  50146210 5029    0.46005342  0.29333973  0.02211984  0.24044104 -0.02838945 -0.13475966 -0.49350324 -0.23746707 -0.05504638  0.06412607  0.17016635  0.01396269 -0.01014146  0.09816221 -0.30843802 -0.42887388
  50201954 55744  -0.15656904 -0.02645209  0.13847301 -0.05334080 -0.31968776 -0.15741703  0.25947272 -0.08938353  0.46574191  0.09483896  0.42086684 -0.09941740  0.10271759  0.55062593  0.01286051  0.15376162
  50219595 17641  -0.42750121  0.05241043 -0.00594834  0.19407095  0.43218258  0.02577656 -0.31108233 -0.24361737  0.18729527 -0.24157668  0.10338735 -0.08263832 -0.39554802  0.04913174  0.30737408  0.26252858
  50323454 103859  0.00055474  0.09377207  0.09842097  0.44565011 -0.38687345  0.06230130  0.09876289 -0.06540425 -0.40017084  0.19088472  0.11954813 -0.54535070 -0.26536963 -0.11640625  0.05550393  0.14144426
  50376804 53350  -0.04658769 -0.17104486  0.04168040  0.17722479  0.34954477 -0.39585692  0.35949670  0.15795322  0.30053249  0.17908799 -0.13601052 -0.35963967  0.22658782 -0.32812808  0.24042470 -0.12373383
  50395006 18202  -0.53090713  0.24118136  0.15158660 -0.14333010  0.00867054  0.33413239  0.05547248  0.25602467  0.05734925  0.13321004  0.29522225 -0.03313215 -0.06600277 -0.22125709 -0.12064170 -0.50886978
  50401293 6287   -0.36448817 -0.11347752 -0.69308252 -0.00531670 -0.15218974  0.03761973  0.05604095  0.20732462 -0.00183728  0.06828390 -0.40868043 -0.15841438 -0.08888380  0.30497312 -0.01782724 -0.07190901
  50429183 27890  -0.07269549 -0.23139522  0.32479506  0.03097107  0.00525856  0.19554633  0.31387235  0.55172260 -0.04484749 -0.51517968 -0.13647393 -0.01406103 -0.12008204  0.06343902 -0.08731307  0.28500677
  50474534 45351   0.15384621  0.42521216 -0.17595871 -0.19369642 -0.26994502  0.07552287  0.09814417  0.27027404  0.24389014  0.09529722 -0.01124519  0.19134401 -0.16446853 -0.29101956  0.51167644  0.29484544
  50488390 13856   0.03998988 -0.02289773  0.27216382  0.21653398  0.11798683 -0.07054133 -0.20237187  0.20194931 -0.15975076 -0.43903100  0.26575426 -0.46007076  0.04847414  0.39392885 -0.09412357 -0.33065637
  50492882 4492   -0.31781543 -0.12913646  0.23878389  0.17748630  0.30710024 -0.17947807  0.50723927 -0.03242407  0.07200323 -0.30101764 -0.13072397  0.24767571  0.16642003 -0.24346739  0.22302996 -0.31303290
  50493844 962    -0.07453423  0.42354775 -0.21141898  0.49028897 -0.35285443 -0.00894665 -0.08131603  0.15030366 -0.11598105  0.16265919 -0.08771032  0.29905822  0.35223430  0.11930429 -0.04052232 -0.31495683
  50530720 36876  -0.11652984 -0.36182090  0.15797514 -0.12622061 -0.06577544 -0.36000085 -0.09064438  0.52563172 -0.00069903  0.23596943  0.25720861  0.44388941 -0.16739833  0.14275347 -0.16440458 -0.04336782
  50562794 32074  -0.11698343 -0.29685390 -0.06767710  0.08983906 -0.34758391 -0.27997147 -0.32922060 -0.06250142  0.46994403 -0.14849668 -0.12068210 -0.23433871  0.18610603 -0.41108342 -0.22298302 -0.09124823
  50626321 63527  -0.18879626 -0.12469228  0.35049741  0.13128866 -0.29085454  0.02944820 -0.15042871 -0.02457579 -0.28200884  0.33951521  0.14254106 -0.23758208 -0.04189843 -0.23554301  0.60927998 -0.00234484
  50694968 68647  -0.35562543  0.23218857  0.02948357  0.43951337  0.39545130 -0.20791316  0.00114939  0.04102074  0.09645455  0.35586324 -0.05012615 -0.27052059 -0.28710408 -0.06371090 -0.26445775  0.23711225
  50799203 104235  0.44885098  0.12611216 -0.34092271  0.03931581 -0.08382629 -0.32367910  0.31142267  0.33468943 -0.12341067 -0.03838193  0.03355012 -0.23641686 -0.32395142 -0.34132341  0.12786465 -0.18039102
  50855606 56403  -0.59763990  0.01918717  0.14247420  0.05209920  0.27459660 -0.13575516 -0.20640122 -0.34228823  0.16357024 -0.16541584  0.36116035  0.09819080  0.13984816  0.09420336 -0.27980372  0.25481753
  50881273 25667  -0.28484471  0.00551861  0.13601988  0.42008580  0.02985752  0.42893522  0.05758803 -0.11122997  0.11021894 -0.26249292 -0.36345906 -0.25540320  0.26106911 -0.12418850  0.40108968 -0.02138566
  50946214 64941  -0.35781071 -0.29603945 -0.25025164  0.08340005  0.08707550 -0.25895780  0.09857314  0.41549140 -0.44840766  0.07842611 -0.14720165  0.09156732  0.30167148 -0.33732884 -0.07706913  0.09874494
  50956440 10226  -0.24828834 -0.16987923 -0.21250645 -0.06183580 -0.01093464  0.24817672 -0.47834526  0.28265269  0.16475379 -0.08294077 -0.06019666  0.17040040 -0.60531928 -0.13967327  0.15654621  0.11394566
  50969640 13200  -0.22693564 -0.15822803 -0.21660483 -0.31857210 -0.16326775 -0.34031191  0.07152908 -0.32535087 -0.05000278 -0.14764991  0.06924453  0.13146467  0.00713594  0.11455174  0.60120766 -0.31720324
  51059469 89829   0.22801936  0.24458156 -0.50159337 -0.04094336  0.33259467  0.34797789  0.10687759 -0.09068571  0.03046327 -0.03829752  0.34183348  0.30123387  0.22516751 -0.27564743  0.17704883  0.12468096
  51099984 40515  -0.04523713  0.11619438 -0.26037996  0.04184090  0.31760219  0.01253180 -0.22807451 -0.30811319 -0.26623966  0.53387328 -0.36005741 -0.12207638 -0.05949216  0.35258148  0.09657298  0.17116247
  51133284 33300   0.08478297 -0.20984035  0.40755421  0.16162383 -0.20299339  0.26177646 -0.23562503  0.02012767 -0.43994407  0.21780280  0.40692778  0.24509533  0.11540813  0.12745538  0.28848936  0.10704141
  51138712 5428   -0.43442002  0.03247916  0.09388335 -0.16757662  0.50214283 -0.09481197 -0.05804016 -0.12702661  0.31141705  0.03630950 -0.00589246 -0.29105897 -0.53638555  0.03900944  0.12749035 -0.06444533
  51218338 79626  -0.23108971 -0.12791246  0.02392310  0.07189278 -0.32890489 -0.30847441 -0.50995944  0.27695950  0.01687074 -0.20676653  0.30648987 -0.07894349 -0.02087124 -0.36216377  0.15998983 -0.28981870
  51225434 7096    0.10507163  0.54604123 -0.18425087  0.18458676  0.03035403  0.06419614 -0.09175497 -0.36340785 -0.36763550  0.05746796 -0.19618028 -0.08509203 -0.14163309 -0.42845167  0.26572704 -0.13720103
  51280453 55019   0.24964020 -0.08930174  0.14104611  0.06597153  0.45980698 -0.41137627  0.15488225  0.18452896 -0.26593293  0.00169919  0.01369751 -0.45058525  0.26104735 -0.21486571 -0.26591475 -0.08834500
  51356657 76204  -0.17502282  0.09707369  0.22514093 -0.62979303  0.10022984  0.04411164 -0.02527908  0.05696756 -0.15756937  0.27778150 -0.13563807  0.31566377  0.26207242 -0.09215364 -0.00624755 -0.44664815
  51368543 11886   0.24673463 -0.29734455 -0.45431239 -0.34850216  0.02147109 -0.02169137  0.07576412  0.22656509 -0.27909951  0.07687225  0.04010855 -0.16542001 -0.15308747  0.16718770  0.54818001  0.01356849
  51422710 54167  -0.18910492 -0.24266852 -0.21768666  0.11837950  0.33958796  0.06300068 -0.11488978  0.23360689 -0.28383421 -0.37523973 -0.36872966  0.45339380 -0.16935338 -0.16130309 -0.17178678  0.09891943
  51460208 37498   0.24455862  0.13099067  0.14410474  0.08802068  0.05296465 -0.12171800  0.49334492  0.27035044  0.43820275 -0.22427100 -0.07117393  0.26931911 -0.05736214 -0.27326804  0.36228679 -0.17687401
  51546852 86644   0.02872435 -0.03930877 -0.22193674  0.43659706 -0.29457175 -0.13696430  0.42256776  0.00541394  0.06644795 -0.25309814 -0.21086263  0.05123068 -0.12995577  0.18662535  0.34081401 -0.43611801
  51550304 3452   -0.16078827  0.51913493 -0.17726865 -0.12015466 -0.37719792  0.26129898 -0.08318623  0.30279785 -0.03121398  0.09073947 -0.14296941  0.53564939  0.17359849 -0.00443592  0.02401322  0.04818294
  51602871 52567   0.46613694  0.00355981 -0.10099603 -0.19481003 -0.33793807 -0.42599388 -0.16568132 -0.25938260 -0.32629234 -0.05896880  0.22155392  0.27548602 -0.26707941  0.13888825  0.00327189  0.13636426
  51669599 66728   0.01933871  0.04553397 -0.25999367  0.25588990  0.41628333 -0.20350837 -0.07147991  0.03912860 -0.04827964 -0.02948777 -0.00411824  0.15726221  0.40030291  0.63625398 -0.12035427  0.18876683
  51703788 34189   0.15018118 -0.21502640 -0.08973310 -0.04942619  0.21956738 -0.24932202 -0.13038137  0.41393570 -0.15709852  0.34766723 -0.11624538  0.20577507 -0.02793612 -0.17650745 -0.24791390 -0.57201005
  51796329 92541  -0.36421250 -0.02324895 -0.46473019  0.38779940  0.07598131 -0.00480344 -0.34508439 -0.12611165 -0.19147927 -0.27334021  0.22330289  0.06308535 -0.14705181 -0.39458971 -0.12929688  0.01991278
  51798193 1864    0.15752306  0.31082420 -0.09668946 -0.17699753 -0.20271853 -0.07982146 -0.14474095  0.24629524  0.11729304 -0.44361910  0.17335782 -0.48150567  0.18340661  0.08894910 -0.34657761 -0.27330953
  51808446 10253  -0.39889284 -0.00307494 -0.02598740 -0.33886346  0.08870108 -0.04506387  0.44653548  0.13075153 -0.58185191 -0.05598872  0.34517959 -0.07123832  0.06062074  0.08920809  0.12397302 -0.07791166
  51810136 1690   -0.15170613 -0.05695172  0.13550452 -0.12643003 -0.09057031 -0.03185559  0.06524809  0.40548809 -0.42156896 -0.07660665  0.32003952  0.09264180 -0.08326371 -0.13102969 -0.59787059 -0.29215137
  51862723 52587   0.51958756 -0.11700898  0.05775359  0.38236928 -0.02481771 -0.10408565 -0.41335359 -0.11066259 -0.06257247  0.13642040  0.39958278 -0.24749460  0.07406754 -0.28838520 -0.12193346  0.15897538
  51867891 5168    0.28231800  0.28512752  0.15272966  0.24679549  0.05103234  0.49183234  0.23896715  0.47235933 -0.05744144  0.03416506 -0.21019786  0.12386084  0.28607889 -0.25365812  0.11464761  0.08193552
  51915469 47578   0.41684553  0.06671681 -0.21462897 -0.23886418 -0.42833264 -0.38139288  0.26079066  0.05195538  0.14248104 -0.32579971 -0.28515485 -0.13168970 -0.00831745 -0.27998072 -0.12351478 -0.01450592
  51920868 5399    0.35315517  0.16100770  0.31853711  0.10468483  0.07210567 -0.22197555 -0.13192904 -0.04960981 -0.25981873  0.22173966 -0.48590847  0.13601180 -0.20547227  0.44073682 -0.22790149 -0.05391629
  51929612 8744   -0.15695162 -0.05530904  0.44748177 -0.05685587  0.09216634 -0.02823033  0.01822562 -0.30629425 -0.26785121 -0.50112924 -0.11817199 -0.11266389  0.41168591 -0.04518850 -0.11211385  0.36299487
  52042260 112648  0.28629704  0.03432550 -0.08695793 -0.53370570  0.21209932  0.54019175 -0.33022359 -0.07711389  0.16314647 -0.16506971 -0.04333093 -0.18473173 -0.06304342  0.09701517 -0.25084295 -0.08054893
  52116537 74277  -0.28309846 -0.09614049 -0.04902491  0.13435754  0.06457127  0.03425085 -0.12820141 -0.22766294  0.26721443  0.31329658 -0.42907782  0.09228720  0.15850416 -0.46486484 -0.44781572 -0.11226521
  52173310 56773  -0.36009583 -0.04110169 -0.46655399 -0.05951231 -0.13528064 -0.24460928  0.31450593  0.24014119  0.16949858  0.25334033  0.38317657  0.13305151 -0.13890616 -0.13576443  0.33678873  0.06418215
  52230359 57049   0.00800747  0.45483131 -0.30019632  0.16132598  0.03628541  0.12301398 -0.51670262  0.34422159  0.19788652 -0.03592927  0.20650081  0.20960337  0.02213008 -0.04226106 -0.38165865  0.00600677
  52237604 7245    0.23456570  0.07705737 -0.18367918  0.19527781  0.33418211 -0.29291046  0.28492907 -0.10081595  0.01668011  0.25867762 -0.27049885  0.37705712 -0.30477417  0.36425421 -0.23058733 -0.13066755
  52243048 5444    0.34317140  0.27565517  0.13191009 -0.36649428  0.00202260  0.15266246  0.12312647 -0.19706236  0.20689862 -0.35038130  0.17203579  0.48218136 -0.19296017 -0.16958334  0.28723402 -0.03257107
  52271832 28784   0.07696469 -0.00749657  0.03157360  0.30815917 -0.04009937  0.09015870 -0.24069935 -0.39238433 -0.19644035  0.31312269  0.11238249  0.01336793 -0.45929477 -0.34640937  0.05078941  0.43982862
  52315072 43240   0.10929770 -0.16119909  0.01393034  0.40037335 -0.00125587  0.49865535  0.04765432  0.11384027 -0.20807589  0.26177068  0.06264039  0.38166528  0.32973820 -0.01231290  0.29420896 -0.28431892
  52323939 8867   -0.05758961  0.58650432  0.16788543 -0.20670285  0.14735368 -0.07073951  0.07165018 -0.09426420 -0.44419702  0.29103699  0.29222563 -0.10158499  0.23680768  0.28339104  0.11629260  0.11578723
  52434350 110411  0.03603015 -0.12034021 -0.07992199 -0.32450117 -0.20378536  0.59832374  0.26666639 -0.01852992  0.17702817  0.26845092  0.09420043 -0.06685957 -0.11112484  0.28261225 -0.37459314  0.22862678
  52508547 74197   0.23183857  0.41074388 -0.01924386 -0.09403474 -0.33375500 -0.02234980  0.15860366  0.20288077 -0.08976415 -0.13851468  0.02309093 -0.43119118  0.10445981  0.11945251  0.33421312 -0.48942592
  52603068 94521   0.16384177 -0.42656848 -0.07969029  0.11896047  0.10108223 -0.50876095 -0.08070595  0.44272077  0.07119131  0.03622823 -0.26595735 -0.18478168 -0.39662729 -0.10220386  0.06986733 -0.12338584
  52644134 41066  -0.29149898  0.17930064  0.10596107 -0.36252425  0.36041567 -0.37757241  0.10670404 -0.37595292  0.09418330 -0.18407472 -0.47334389 -0.14356773  0.11891703 -0.02893358  0.00327185 -0.11239253
  52693840 49706  -0.13921112 -0.25991879 -0.24880064 -0.03939448  0.03801685  0.03503838  0.06857668  0.35658145  0.18739752 -0.31815570 -0.00725888  0.21491289  0.64671953 -0.28923521  0.15160525 -0.08726003
  52715979 22139  -0.00643688 -0.26890362 -0.10504162 -0.84921907 -0.14329059  0.14807465  0.12089977  0.04760138 -0.09338584  0.04244084  0.19016669 -0.00591342 -0.25469251 -0.13885132  0.04917152  0.05306050
  52722367 6388   -0.35868443 -0.07760521  0.05103527 -0.02275266 -0.09464592 -0.12348716 -0.18137590  0.10440862 -0.49525682  0.62626707 -0.06306566 -0.16046911  0.33746910 -0.08859520  0.00489982 -0.07224561
