# Shadow tomography log started 2020-01-14 13:21:23
# Dimension = 8
# True state = ( 0.06087385 -0.30354142  0.28090474  0.21972063  0.31074887  0.40416151 -0.33726593  0.05063916  0.02287259  0.00473463  0.01562384 -0.15327942  0.07181253  0.21434026 -0.06335928  0.56687820)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7
  32197257 6431    0.02937045 -0.08340469 -0.03653982 -0.36047542 -0.29726351  0.09812257 -0.01039039 -0.10578836 -0.07871508 -0.26191962 -0.30329029  0.55272009 -0.33656999 -0.23133457  0.30988682  0.12846498
  32249054 51797   0.70196228 -0.04577091 -0.20753812  0.00902329 -0.07670600  0.09877109 -0.33400394 -0.03405860 -0.24949759 -0.06430079 -0.26496549 -0.08109018  0.35351765  0.18340297  0.12197853 -0.13033120
  32257765 8711   -0.21461168 -0.04961043 -0.07657111  0.03960095  0.13232265 -0.38426467  0.02254444 -0.05245808 -0.27339886 -0.06939367  0.09826318  0.31444564  0.46540524  0.26253751  0.16714457  0.52350847
  32282443 24678   0.10568263 -0.13754963 -0.03295250 -0.36428032  0.31540902 -0.33319216 -0.20839861  0.24202154  0.56535668  0.10983513  0.05490920  0.02370962 -0.04501704  0.16602988  0.38070604 -0.11756850
  32282636 193    -0.20045756 -0.11801243 -0.04814484 -0.61819920  0.21756171  0.02025435  0.27125375 -0.34080697 -0.27774232  0.17319153 -0.13397937 -0.15631975  0.24926811 -0.04167167 -0.04269244 -0.32971825
  32333424 50788   0.11068220  0.19462430 -0.47925417 -0.09837801  0.20829618  0.30744926  0.42698280  0.43597884 -0.00303110  0.04429684 -0.04782539 -0.15530242  0.03529949 -0.20052977  0.15733486  0.32498280
  32364767 31343  -0.05908697  0.02673002  0.21192816  0.41547601  0.25107742  0.13622125  0.58032347  0.05532410 -0.22045062 -0.15873709 -0.12355215 -0.14032371  0.30068430  0.12708932  0.23093693  0.29695415
  32403807 39040  -0.09794625 -0.18467848  0.07621458 -0.03046465 -0.04298116  0.12998449 -0.40840123 -0.27845638 -0.18504251 -0.50408348 -0.19898233 -0.27300837 -0.33181176  0.00346731  0.26774727  0.31972281
  32406589 2782   -0.16344203 -0.18454033  0.08938002 -0.39494181  0.51251323  0.34382043 -0.01319957 -0.22054147 -0.00515899 -0.05208084  0.36613134  0.03350936  0.11532642  0.38325747 -0.21612700 -0.02751856
  32507154 100565 -0.24977718 -0.38755026 -0.28377945  0.21132295  0.30284445  0.12225215  0.01409345  0.08443558  0.15212339  0.15724362  0.25679788  0.20276761 -0.19673772 -0.41668095  0.42509150 -0.01676859
  32508988 1834    0.18973194 -0.44776260 -0.15106696  0.17034321  0.16383901 -0.08050883  0.13158967 -0.11957266 -0.38728274  0.30065158 -0.22050950 -0.30434871 -0.28952281 -0.01164182 -0.40164313 -0.14080478
  32553527 44539  -0.28622636 -0.20159616  0.19938051 -0.28560355  0.15154565  0.02952344  0.12215762  0.34536157  0.18362864 -0.31948618 -0.46442493 -0.00982135  0.09170525 -0.36735200 -0.25369685 -0.19692477
  32570430 16903  -0.29973385  0.11283332  0.08289585  0.44330582 -0.11096502  0.25170990 -0.32484958 -0.14907705 -0.31868414 -0.07561235  0.15706918  0.15666109  0.29011913 -0.30033340 -0.38341607 -0.11290163
  32608267 37837   0.38512320 -0.26228732  0.24432059  0.22434139  0.26404260 -0.45778345 -0.20554978  0.15453527 -0.01724310 -0.32173394  0.12623088  0.43185007  0.02228230  0.09289183 -0.09511681  0.05510408
  32636716 28449  -0.10894971 -0.48164077 -0.21170426  0.12936674 -0.24293808 -0.06359769 -0.31854170 -0.18292388 -0.24358878  0.16345874 -0.19908853  0.02931977  0.18926074  0.52323021 -0.07117677  0.23536863
  32641309 4593   -0.27908346  0.07875876  0.01684720  0.36946300 -0.18111225  0.21442033 -0.10951778 -0.21110389 -0.36558676 -0.58116376  0.16556980  0.10816033 -0.03591779 -0.17070645 -0.29481663 -0.12617997
  32644562 3253    0.12267834 -0.20464527  0.12764714  0.53521447  0.08631785 -0.03593832  0.26994612 -0.31833610  0.11549236  0.40958785  0.38076259  0.32479332 -0.15394279 -0.03707443 -0.01119056 -0.02452030
  32645866 1304    0.14675605  0.13427885 -0.40796982 -0.01189048 -0.26392671 -0.15729859 -0.51163022 -0.11539145  0.10288079  0.31482194  0.16210289 -0.13759373 -0.04579272 -0.45994813 -0.22211008 -0.08050736
  32710330 64464  -0.11200468  0.15601290 -0.14977290  0.14706862  0.68331870  0.14337121 -0.28599864 -0.30978844  0.25648603 -0.02590850 -0.38887213  0.09517995 -0.06240779  0.03694215 -0.14338453  0.03541623
  32797763 87433   0.07785861 -0.08010491 -0.09582823 -0.10085050  0.03209947  0.25082336 -0.37027238 -0.06904090 -0.13249183 -0.07641286  0.15949581  0.20076655 -0.31993673  0.06009969  0.71117626 -0.24793964
  32868796 71033  -0.63362785 -0.06426878  0.07995099 -0.10708741 -0.10390405 -0.32510654  0.07715932  0.03023255 -0.08389450  0.21400325 -0.27629301  0.10957754 -0.52852773 -0.13665919 -0.00874262 -0.11786875
  32882617 13821  -0.34566175 -0.03321429 -0.49458103 -0.08027768  0.28837000 -0.06281834  0.14595572  0.10685774 -0.00758133 -0.09486965  0.53155737 -0.16669338 -0.09024011  0.06217784  0.06683384  0.41552502
  32933564 50947  -0.19134828 -0.35462853  0.31155864  0.51720740 -0.12458533  0.16810748  0.27962434 -0.19793192 -0.07960844  0.10815229 -0.14600251 -0.05084828 -0.10219669 -0.29201102  0.18389776 -0.37474528
  32970199 36635  -0.32893908  0.15770161 -0.06705427 -0.14211735  0.07946442  0.12753857  0.72073835  0.24248922 -0.17654421  0.09646199  0.22399106  0.36527527  0.06826675 -0.00253256 -0.07823836  0.08081711
  33000223 30024   0.09989282  0.11510921  0.21079448 -0.09888227 -0.10078830  0.08727463  0.17584807  0.32420868 -0.01659910  0.52556706 -0.05110210 -0.59592175 -0.18167822  0.30678070  0.08386753  0.01909897
  33034572 34349   0.07399383 -0.29481725  0.18168574 -0.33980635  0.20471082  0.18047845  0.11742696 -0.18396451 -0.27634102 -0.36835209 -0.00873702 -0.04725299 -0.25538118  0.21368356  0.50656129  0.23489842
  33100901 66329   0.24854069  0.17709875  0.19592718  0.16105072  0.76902390  0.07333273  0.03061257  0.21856147 -0.12743176 -0.15634970 -0.02881575 -0.17646590  0.23558887 -0.15849580 -0.08623336 -0.19063893
  33112209 11308   0.06015832 -0.45480933  0.16263449 -0.19708129 -0.06233546 -0.06917400  0.07919440  0.07272478  0.31301594 -0.15157381  0.60291820 -0.15158451  0.25443273  0.14350364 -0.14156171 -0.30198709
  33151324 39115  -0.30041349  0.11687979 -0.19011044 -0.08577320  0.21068706 -0.19489597 -0.01548893  0.24305956  0.50913506 -0.07889533  0.07383787 -0.08620563 -0.40552706 -0.29932910  0.39882734 -0.13950167
  33156137 4813   -0.11424399 -0.41032293 -0.33857828  0.34683419  0.38835099  0.05241549  0.00329282 -0.03327106  0.09868456  0.12700241  0.03337508  0.00050373 -0.34760988  0.34753699 -0.33398901  0.22096801
  33239483 83346  -0.15202260  0.39166422  0.36901469  0.29558033 -0.18481804 -0.04596254 -0.15290460  0.35531446 -0.16277209 -0.33192740 -0.12798334  0.33687311 -0.24632792 -0.19655017  0.11923700 -0.18436269
  33240729 1246   -0.26725635  0.46209420  0.05567313  0.24836032  0.27829229 -0.09726466  0.16150222 -0.54469117 -0.17697651  0.08785534 -0.07125665  0.18016479  0.03638475  0.34283438 -0.17216226  0.12452706
  33281445 40716  -0.21721736  0.09912515 -0.18439557 -0.08723962 -0.13543341  0.48376745 -0.11040945 -0.01129154 -0.08156972  0.55237293 -0.00753486  0.34839274 -0.07457148 -0.19664688  0.33764291  0.21272061
  33284358 2913   -0.36323938 -0.03550375  0.14609066  0.05582679 -0.17195164  0.36579909 -0.07648281  0.16474456  0.05957818 -0.19306840  0.36438079  0.00622601  0.59890513  0.32818068 -0.04852920 -0.05990588
  33311964 27606  -0.03799058 -0.32778315  0.08506831 -0.01192321  0.01934650  0.07538265 -0.08929908 -0.56554697 -0.17485460 -0.22105057  0.39000981  0.23697245 -0.07483389 -0.38098131  0.02180878 -0.33307362
  33344723 32759  -0.04540294  0.27175279 -0.30929658 -0.56718248 -0.03301304  0.08313076 -0.15807946 -0.05487056  0.31444087 -0.35842015 -0.10310702  0.33273622 -0.04548600 -0.02646585 -0.34323194  0.03831552
  33348523 3800    0.09697493 -0.34671705  0.36227138  0.19301048  0.39065538  0.22260182 -0.09918666  0.13111189  0.14766330  0.01983855 -0.07892945  0.28986793 -0.03581657 -0.10840033 -0.41230348  0.42097401
  33428170 79647   0.15435541 -0.10040017  0.09244231 -0.20935184  0.36589587  0.33312586 -0.30360410 -0.08526942 -0.27015028 -0.26408526 -0.38932229 -0.08318867 -0.00584486  0.32346037  0.39028122 -0.10595702
  33435268 7098   -0.18625347  0.59413916  0.36488659  0.26828991  0.23717881  0.22790082 -0.04612956 -0.19974521 -0.27903962  0.20687040  0.10829493 -0.02387253 -0.22587888  0.23973458 -0.11163036  0.05528576
  33467789 32521  -0.17054896 -0.03117108 -0.06465843  0.10237838  0.32590732 -0.12470125  0.33285521  0.20740287  0.22115477  0.47946029  0.39893651  0.25295390  0.21741663 -0.23235410 -0.24821373 -0.12210139
  33485194 17405   0.38591755 -0.01195437  0.17060414  0.47583999  0.18154323 -0.11030445  0.10083713  0.01431642  0.14054326 -0.49632348 -0.03701887  0.47722469  0.01431235  0.12659112 -0.13150133 -0.10569394
  33507359 22165   0.15450561 -0.15823546  0.06578473 -0.09768792  0.20177908  0.60142023  0.21368092  0.41705076  0.14048901 -0.22087923  0.23664638 -0.36120831 -0.13057869  0.15495077 -0.12439700  0.06061465
  33534401 27042  -0.33987664 -0.25236541  0.22582416 -0.18083168  0.11403894  0.06611835 -0.08397622 -0.27712085  0.42044089 -0.01228926  0.13047112  0.14610391 -0.09981787  0.40038922  0.33442792 -0.37211106
  33608710 74309  -0.10712869  0.12688433  0.39614424  0.27829003 -0.09006949 -0.19433751  0.11402920  0.42562940 -0.03224616 -0.04542893 -0.09306788 -0.32406114  0.19311618 -0.18176324  0.45719291 -0.31916710
  33682595 73885  -0.35952675  0.13848804  0.16837449 -0.20945936 -0.22171591 -0.17513968  0.19838341  0.42876925  0.14127463 -0.07703017 -0.20028829  0.29179612 -0.02466751  0.32097891 -0.07735184  0.46425822
  33719156 36561   0.16013175 -0.05833347 -0.28579825  0.19707904 -0.30604466 -0.29282086  0.26469345  0.05411781 -0.15141864  0.19258969  0.14619598 -0.22427569 -0.13033103  0.60969498 -0.11896558 -0.25194701
  33733501 14345   0.16405846 -0.27374404  0.15905494  0.01933147  0.05934881  0.19614218  0.22359719  0.48610511  0.33102338 -0.15110000 -0.41753473  0.30350660  0.26516872 -0.27313912  0.00059769 -0.02024709
  33772483 38982   0.12786375  0.01480878 -0.23764444  0.24731056  0.31920125  0.69888043 -0.03066550 -0.04646204 -0.20028005  0.02601697  0.25325533 -0.04967186  0.18098959 -0.11195977 -0.32873143 -0.10779919
  33778242 5759   -0.38103714  0.52512229  0.41993915 -0.06286155  0.09640749  0.27972114 -0.23555389  0.10492277  0.00279125 -0.34154837  0.02424925 -0.05619725  0.09466076 -0.12796944  0.25270870  0.18739348
  33785139 6897    0.29034373 -0.14138184  0.17778321 -0.11063587 -0.14844031  0.12035589 -0.43846081 -0.05043609  0.34323403  0.14420728  0.36654323  0.11398836 -0.36881282 -0.43396750  0.08487667 -0.05518528
  33873387 88248  -0.45582667 -0.01634978 -0.31192107 -0.12431791  0.16906049 -0.21277005 -0.48930360  0.18111421 -0.12165260  0.08813833 -0.17762963  0.25321096  0.04248786 -0.21804438 -0.19313733 -0.35811413
  33876362 2975    0.26212238  0.20520442 -0.04060442  0.24361319  0.16822939  0.00708995 -0.22746750 -0.31571632  0.17645187 -0.37422048 -0.36040688  0.35537168 -0.32647390  0.28884551 -0.17602501 -0.00755772
  33997797 121435  0.00098184  0.09713902  0.46983746 -0.40366908 -0.00604571 -0.04801490  0.07284163 -0.12576459  0.16605675  0.05628346  0.04572008 -0.07098572  0.15180417  0.13235517 -0.67334537 -0.22709935
  34006593 8796    0.11718848  0.11965447 -0.24245124  0.12774360  0.14246219 -0.34464893  0.00708620 -0.06715239  0.42751379 -0.40531501  0.35320521 -0.17920951  0.41554619 -0.08656950  0.08346074 -0.24930652
  34009635 3042    0.07775359 -0.46867343  0.33934357  0.28322031 -0.02007819 -0.00613658  0.32742498 -0.09639786  0.20892239  0.07564706  0.48943050 -0.17060256  0.23543619 -0.15407265 -0.15571952 -0.20138446
  34133539 123904  0.04532021  0.09540716  0.53998952 -0.20994620 -0.20201571 -0.17987805 -0.01803614  0.09908036  0.03363989 -0.20015778 -0.15875503  0.44894325 -0.02107006  0.20274480 -0.39773369 -0.31965500
  34168485 34946   0.20505406  0.44938203  0.09101433  0.09353679  0.24971168 -0.25782898  0.33041542 -0.00860501 -0.36488032 -0.03039173  0.05473663 -0.46040984  0.06069980  0.28746820 -0.25489807  0.02378446
  34192016 23531  -0.17746969 -0.27038545 -0.10177595 -0.15411963  0.05886852 -0.21205512 -0.38498848  0.43376103  0.05180072  0.47512999  0.03363935 -0.27097421  0.03119414  0.31095202 -0.24213119 -0.13116853
  34232341 40325  -0.02318431 -0.05716272 -0.01467366  0.14720068  0.50304701 -0.18995929 -0.00333563  0.13335122 -0.14360274  0.14882143 -0.10622711  0.29953248 -0.09932570 -0.55598182 -0.40183741  0.20772312
  34257642 25301   0.04884851 -0.07910401 -0.37956073 -0.39452803 -0.12096805 -0.34036359  0.35422999  0.03191920 -0.08119615 -0.02093019 -0.03808156 -0.07330027 -0.15467505 -0.32822397  0.08988520 -0.53016090
  34262648 5006   -0.05966170  0.10639566 -0.05684009 -0.28484760  0.49252474  0.12012451  0.23995604 -0.39874354  0.43223350  0.33503030 -0.01219471  0.19425609 -0.02323017  0.28319926 -0.00711145 -0.09704834
  34273409 10761  -0.51785069  0.34503679  0.05518281  0.09384032 -0.19753667 -0.18296297 -0.07798200 -0.24657058 -0.26481332  0.35769175  0.19054155  0.18179698  0.38013187 -0.13934465  0.11480116 -0.13050867
  34277640 4231    0.07703416 -0.08777182  0.11901080 -0.26093666 -0.05480376 -0.16820195 -0.04677400 -0.18316801  0.23304713 -0.38066512  0.12656943  0.58548712  0.30627472  0.28160248  0.31305457 -0.08909236
  34279290 1650   -0.17766188  0.23858877  0.55464347  0.40672026 -0.32880773  0.23852132 -0.20394061 -0.26799356 -0.19374644  0.24215244  0.12229580  0.14185170  0.14090195  0.07280022  0.02740781 -0.05369898
  34286982 7692    0.39606629 -0.34472559 -0.20707006 -0.17285617 -0.25828835  0.01201280  0.00651706 -0.08684078 -0.16450426  0.61454015 -0.08733220  0.23790356  0.01512199  0.14224395 -0.10907027 -0.27530516
  34295397 8415    0.14179843 -0.03798277  0.15929386 -0.00482785  0.15655700 -0.11766454  0.63765907 -0.39077922  0.06220980  0.19503222  0.28038824 -0.04226402  0.16570571 -0.41251639  0.12598239  0.13988925
  34305315 9918   -0.28064108  0.43012621 -0.38044258 -0.06583796 -0.05112744  0.15321915  0.03792072  0.11502237  0.13504531  0.29999372  0.08906101  0.24192975 -0.21664531 -0.16911480  0.52744949 -0.13404950
  34363092 57777   0.18846162 -0.02182665 -0.00597441 -0.02742372 -0.09203746 -0.00308222 -0.03315102  0.05486945 -0.12742633  0.00071042  0.56881325  0.14339149 -0.50957454  0.24130225 -0.03647933  0.52063105
  34494046 130954 -0.05183343  0.13010506  0.17365262 -0.12844534 -0.66361636 -0.44398445  0.17042956  0.31472814  0.33065219  0.04059010  0.06587280 -0.19411552 -0.00789042 -0.04062370 -0.10113504 -0.05642965
  34563622 69576   0.43541113  0.30275523 -0.33090318  0.20132891 -0.12294648 -0.10625574 -0.35557483 -0.10313489  0.14147051  0.05014959 -0.07121036 -0.06177003  0.40648039 -0.15259620  0.04079529  0.42855371
  34570896 7274   -0.58924288 -0.02629440 -0.16985086  0.07679923 -0.37295861  0.18977109  0.10433695  0.18181587 -0.35542586  0.10760290  0.25448638 -0.06307714 -0.26692644  0.22231664  0.22737359  0.13884691
  34612058 41162   0.19173792 -0.46101374 -0.19405710  0.09750714  0.16190988  0.18884421  0.59872563 -0.18305596 -0.24952929  0.31980082 -0.08610577 -0.05235361  0.07685189 -0.24055969  0.05646419  0.08956772
  34683706 71648  -0.04086313 -0.22072609 -0.02585943  0.02409461 -0.13154761  0.41261431 -0.03435516 -0.38687314  0.16833715 -0.48856500  0.37782541 -0.17173323  0.40098254  0.08623488 -0.01286953  0.04783227
  34730084 46378   0.07719764 -0.01919897  0.01647421 -0.10828832  0.14002125  0.43078133 -0.23133446 -0.13768095 -0.13186459  0.12739012 -0.21745589  0.23759142 -0.17227611  0.34710344 -0.44882938  0.46374890
  34769141 39057  -0.04456255  0.14078793 -0.34391394  0.03739689 -0.39604353 -0.38483009 -0.14878561 -0.26194176 -0.14803489  0.22961034 -0.21041874 -0.15555649  0.48432785  0.02076057 -0.16520300  0.23961780
  34791561 22420  -0.23876376 -0.01944162  0.67315322 -0.25480773 -0.13534353 -0.05718277  0.29382126  0.07239988  0.13640805 -0.01355377 -0.22050132 -0.22457862  0.14254794 -0.09101352  0.01351609  0.40590384
  34837358 45797  -0.04554529 -0.14634975  0.08546739  0.36045606 -0.02520426 -0.04046411  0.07962432 -0.01722199 -0.16980279 -0.38048353 -0.58736439  0.23901456  0.13071009  0.37194864  0.28578140 -0.13242878
  34845025 7667   -0.48756722 -0.07535824 -0.34850796 -0.09171221  0.14038138  0.14753330  0.15299188  0.35830949  0.35635570 -0.05376607 -0.23407125  0.14379594  0.24669763 -0.13141012 -0.35686958 -0.15044658
  34855829 10804   0.11817557  0.35382027  0.08941089 -0.27168182 -0.08904159  0.10717706 -0.20174204  0.41476980  0.09488466 -0.02219564 -0.06333255 -0.36122877 -0.26062843 -0.32961379  0.41452842 -0.23343533
  34891361 35532  -0.41514707  0.15982610 -0.13035287  0.09965209 -0.28745779 -0.06851699 -0.09767981  0.18516537  0.23381006 -0.60435487 -0.07296531  0.01421629 -0.24044780 -0.02227194 -0.37276517  0.14604435
  34927957 36596  -0.40547057 -0.18158890  0.01305543 -0.30025711  0.03183088  0.20172433  0.06750618  0.31581684 -0.28716996 -0.12188858  0.25109571  0.45034825  0.22345094 -0.11996428  0.07177376 -0.36555685
  35009110 81153  -0.04712867  0.01160377 -0.25594375  0.39880118  0.19905018 -0.24998516 -0.09620491 -0.19876238 -0.23241840 -0.41954642  0.01756925 -0.28212364  0.22180566  0.01939743  0.28039970 -0.42904696
  35052732 43622  -0.16032025 -0.43402427 -0.11961922 -0.17585133  0.03754812  0.41091915 -0.03019118  0.03722224 -0.23071270 -0.04137510 -0.20157248 -0.60248083  0.17066533 -0.08834430 -0.17720585  0.20307228
  35063338 10606  -0.20432362 -0.21501275 -0.37893569  0.29291290 -0.57334480  0.05478308  0.00174282  0.05441846 -0.11911053  0.35912592  0.09711660 -0.01090624 -0.29150334  0.15158128  0.29319401 -0.03630654
  35112849 49511  -0.19524844 -0.29241845  0.42620040  0.18175919  0.25969982 -0.34716503  0.30660931  0.40221918 -0.00878121 -0.00281335  0.19454374 -0.23542634 -0.24081772  0.18711469  0.12154167  0.12959131
  35120482 7633   -0.09569510 -0.16843777  0.29407932 -0.02468629  0.06426409  0.23526871  0.06090476 -0.57063038 -0.11616781 -0.17762995  0.05781305  0.06656822 -0.58836633 -0.25914893  0.09084777 -0.11028144
  35125962 5480   -0.12981585 -0.14110430  0.27198861 -0.12682653  0.00038778  0.39604885  0.53052443 -0.22632044 -0.18890750  0.26146828  0.23148574  0.13027845 -0.11546203  0.01854033  0.41711083 -0.14620600
  35190229 64267   0.18779132 -0.26417092  0.08917779  0.19610099  0.40823513 -0.20055270  0.10015180  0.01591979 -0.11437852  0.20128759 -0.22943520 -0.42524885  0.47841308  0.08341206  0.30021543  0.13541254
  35225918 35689  -0.29320501 -0.18204955 -0.21635830 -0.43148924  0.06040407  0.22404101  0.30913697  0.08046651 -0.11810883 -0.13173327 -0.13599998 -0.34307122  0.09453875 -0.35429485 -0.37190862  0.22745484
  35253027 27109   0.14791768 -0.28216531 -0.07694433  0.13212475  0.13810094  0.03262083 -0.16549896 -0.35749679 -0.61218569 -0.36082047  0.02157971  0.28766937  0.14253203 -0.15630853 -0.15317132 -0.20833770
  35268001 14974   0.21508838  0.42236802  0.39754076 -0.02659191 -0.29789735 -0.00009273 -0.13686599 -0.35457060 -0.16343492 -0.08830700  0.05189929 -0.42581598 -0.01709086 -0.35403421  0.08399683  0.17941943
  35354670 86669  -0.32497456 -0.38413998  0.02710941  0.14256026 -0.15992971  0.37271404 -0.42148650 -0.24559189  0.31283683 -0.15374160  0.04131916  0.00197466  0.15657698  0.02944364  0.22392381  0.35294540
  35368757 14087  -0.15014001  0.16988926  0.55641585 -0.16338249  0.18499763  0.06371091  0.00332921 -0.10666041 -0.07107928 -0.00167468 -0.38818785  0.28148049  0.10314995  0.38150651 -0.32793667  0.25283731
  35385200 16443  -0.28817777  0.15904996 -0.27538942 -0.12337658 -0.51976167 -0.02484590 -0.07405413 -0.02267780 -0.36734383  0.10036958 -0.19390776 -0.15266407  0.28993556  0.42427893  0.13288087 -0.19019229
  35414023 28823   0.25048354  0.07018351  0.18876295  0.13671250 -0.03305620  0.23744015 -0.18305411 -0.04939969 -0.63435555  0.05645807  0.09914680  0.20091181 -0.18209882  0.09553906  0.06178841  0.53169090
  35442025 28002   0.51747824 -0.04076775 -0.17490773 -0.05366782  0.23934301 -0.13385678  0.22777964 -0.05817224  0.08773290  0.01492230 -0.18359797 -0.26106702 -0.40639847  0.49325671 -0.21911728  0.01878265
  35478192 36167  -0.27544788  0.40085412 -0.10526384 -0.03809307  0.10128554 -0.67972876 -0.31678012 -0.02444279 -0.24591548  0.22684593  0.02905956 -0.16802392  0.04206295  0.12965712 -0.11618352  0.06772722
  35503744 25552   0.05487722  0.04741635  0.15451114  0.41495364  0.20552651 -0.03664261  0.13494312  0.60228237 -0.05932400 -0.24031970  0.37263305 -0.07708794  0.28933308  0.22983523 -0.16276056 -0.07101220
  35566611 62867  -0.00393900 -0.19883335 -0.39039493  0.62426676  0.10532161  0.10668537 -0.02603390 -0.03969823 -0.19358725  0.28666781 -0.19704349 -0.33414330 -0.01727723 -0.33911684 -0.01400610 -0.08931539
  35636451 69840  -0.45594267  0.15100322 -0.14053308 -0.10582711 -0.05107993  0.46162308  0.17957924  0.08372873  0.11824269  0.32256396 -0.06661001 -0.13824462  0.10920558  0.29193165 -0.36725571  0.33135652
  35639831 3380   -0.00634178  0.30205427  0.18578024  0.29010808 -0.24016010  0.18327441  0.05141468 -0.54534585 -0.03105611  0.02008829  0.25137095 -0.19748490  0.08804548  0.35604659  0.15347576 -0.37027343
  35659294 19463  -0.24397331 -0.00593848  0.09315317 -0.05650575 -0.10455245  0.10524231 -0.17756403  0.23193755 -0.07731574 -0.41018332 -0.35009031 -0.52467942 -0.14084867  0.16529995  0.44037214  0.08983502
  35678262 18968   0.08047404  0.10558309  0.20006580 -0.20048245 -0.03948730 -0.01987193  0.25361742 -0.34406595  0.12482144 -0.40793713  0.48810748 -0.06034857 -0.08024515  0.24640083  0.04565986 -0.47368540
  35734451 56189   0.08286621 -0.20840572 -0.66363377 -0.16727981 -0.06752234 -0.00629506  0.25937617 -0.23592691  0.19079667  0.20240382 -0.04433081 -0.23346988 -0.41359425  0.11493068  0.17076469  0.08060772
  35755585 21134  -0.00835383 -0.20996749  0.10447341 -0.29439455  0.47763037 -0.18266185 -0.02727725 -0.29360832  0.13296715 -0.31649281 -0.11605846  0.21747739  0.10296094  0.18731603  0.04926230  0.53205830
  35785798 30213  -0.24673770 -0.46608813 -0.05709170 -0.05771739 -0.09473755  0.26260559  0.32359454  0.10216361  0.19328631 -0.25704150 -0.06289800 -0.20145157  0.47720605 -0.35632093  0.12043389 -0.07099651
  35825370 39572  -0.08661313  0.00728691 -0.16345703  0.07426091  0.43207447 -0.42742972  0.18840757 -0.09990673  0.15777845  0.44327427  0.13390480  0.08236188  0.35679893 -0.08205264 -0.27380521 -0.30040207
  35908749 83379  -0.12065333 -0.50582117  0.33870291  0.13208642  0.24268896 -0.32711840 -0.11912182  0.23365150 -0.06436785  0.00141626  0.01540547 -0.40752691 -0.40642286  0.02161460  0.06363954 -0.15025430
  35917039 8290    0.37204161 -0.08704717  0.27893756  0.21704663 -0.18245925 -0.21094836  0.39367430 -0.40238171 -0.37112131  0.13681139 -0.32013043 -0.04249007  0.12832993 -0.06332805  0.22936616  0.02421183
  35946161 29122  -0.40151420 -0.15693810  0.08260278  0.22600123 -0.13042617  0.15467216  0.18713450 -0.16151463 -0.28171155  0.24086761  0.54864458  0.00126446  0.00767902  0.16726263 -0.12408927  0.41520027
  35994074 47913  -0.09708189 -0.49633587  0.11016642 -0.13510817  0.19930702 -0.23585485 -0.06351650 -0.45473431  0.17893434  0.13893734 -0.15513488 -0.26397584 -0.35246576 -0.13603807  0.24584509 -0.24375617
  35999328 5254   -0.10270226 -0.08493313  0.39854962  0.42319157  0.09743199  0.14398814 -0.08671928  0.20735258  0.60980691  0.04864759  0.32363926 -0.15095480 -0.06852594  0.21477236 -0.08320638  0.06370049
  36073284 73956   0.23426122 -0.02910550 -0.02052437  0.32431066  0.14699714  0.31830182  0.05158238 -0.07664387  0.16537483 -0.45328086 -0.41471837  0.44644206 -0.16202593 -0.03122173  0.22430364 -0.15988473
  36100822 27538  -0.03127750  0.15715248  0.20357932 -0.13974025 -0.20511471  0.26020510 -0.13681944 -0.23049800  0.10178454 -0.15268047  0.15102817  0.03647024 -0.19059864 -0.64494501 -0.46503570 -0.07330896
  36107225 6403    0.33613964  0.53158072  0.20843444  0.13384027 -0.08151743 -0.12723584 -0.35119868 -0.52461522 -0.05374410  0.00953372  0.08025836 -0.12763322  0.04207398  0.24009168  0.19019261 -0.01948927
  36108323 1098    0.02307476  0.06322003  0.06697453  0.13405745  0.48762719  0.15120684  0.04183179 -0.14447552 -0.10056501  0.25902960 -0.44517005 -0.16899240  0.20167485  0.12339504 -0.57049318 -0.06664034
  36126241 17918   0.27940387 -0.26325623 -0.18942758  0.41712698 -0.28373107 -0.41159060  0.13633105 -0.06859789 -0.08690843 -0.36910846 -0.00068292 -0.26309792 -0.08003636  0.03193212 -0.37313346  0.09940210
  36237563 111322  0.13888526 -0.27983419 -0.19681672 -0.36424723 -0.15140434  0.29224893  0.15445425 -0.43583307  0.28491492 -0.05295713  0.18338089  0.17596249  0.21433999  0.39780526 -0.18873245  0.14306869
  36319693 82130  -0.30411565 -0.02501097  0.05223243 -0.12384912  0.48456177 -0.07391032 -0.31426901  0.14895938 -0.40347074  0.17551825  0.06799390 -0.32220937  0.34606453 -0.09985707  0.22282336 -0.21490659
  36326160 6467    0.35572378  0.29081373  0.42173741  0.21077748  0.23481179  0.26913450 -0.17278179  0.00963699  0.03302736  0.37319007  0.06080926 -0.02073027  0.14997009  0.09217421 -0.45666287  0.15831858
  36336912 10752  -0.21569344 -0.14305507  0.27339288  0.05526932 -0.05487725  0.07245160  0.46543913  0.19636540  0.05086251 -0.02030771 -0.11910878  0.40840230  0.61654561  0.04639317 -0.02854683 -0.15711476
  36368094 31182  -0.05120243 -0.27410799 -0.08162952 -0.09163859 -0.56231468 -0.20365983 -0.29666687 -0.04926256  0.10284318  0.33701651  0.43434916 -0.10092509  0.31376746  0.10920725 -0.16027570 -0.00158112
  36401752 33658  -0.15116472 -0.57430564 -0.10973825  0.10412189  0.21287942  0.04796867 -0.05899453  0.23353439 -0.14446481 -0.09570069  0.05963096  0.13907524 -0.26404438 -0.17794899 -0.60107089 -0.05659629
