# Shadow tomography log started 2020-01-30 12:18:30
# Dimension = 32
# True state = (-0.04253849  0.06026821 -0.11189757  0.12480997  0.11420122  0.08507518  0.03483992 -0.06958561 -0.02387117  0.31656915 -0.01901664  0.24493499  0.14841320 -0.01453716 -0.04509974 -0.11346489 -0.11893803  0.06505946  0.08099915 -0.11042199 -0.00411617 -0.36350052 -0.28820120 -0.10332123  0.22114837  0.12355172 -0.04220527 -0.01048672 -0.00556871 -0.08898689 -0.04336205 -0.19881504 -0.05524026 -0.12070405  0.07842430 -0.00858368 -0.08455496  0.12185433 -0.19725007  0.05794396 -0.04262981  0.11087326  0.02171164 -0.06994538  0.14488513 -0.07044524  0.01835244 -0.06047994 -0.13057125  0.02144598  0.15899372  0.07499059  0.08441177 -0.09387125  0.15260157  0.01654506  0.15789416  0.06631318  0.03489070  0.10071068  0.01880188 -0.03118708 -0.14003723 -0.27628668)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15        re16        im16        re17        im17        re18        im18        re19        im19        re20        im20        re21        im21        re22        im22        re23        im23        re24        im24        re25        im25        re26        im26        re27        im27        re28        im28        re29        im29        re30        im30        re31        im31
  4119547  1016   -0.24471872 -0.00988767  0.00276431 -0.04255083  0.12664443 -0.02572807  0.14427006  0.16900964 -0.16538928  0.29391025  0.09612826  0.05782832 -0.09225965 -0.31836760  0.06416862 -0.09366146  0.05845927 -0.15291583  0.03772245 -0.03081005  0.02616568  0.29945583 -0.20119802 -0.12100626  0.17061353 -0.03106907 -0.09239615  0.16211163 -0.02841789 -0.11949990  0.08060222  0.15757417 -0.06588613  0.00509637  0.03496412 -0.06592889  0.03790354 -0.07673561 -0.03212225 -0.02300365 -0.01080085 -0.21030247 -0.22257051 -0.08258723  0.06962037  0.10800380 -0.08985312 -0.05307773 -0.05019807  0.00822075 -0.10687847  0.04525619 -0.09480547  0.22949591 -0.13196579 -0.05342025  0.01711913  0.04139488 -0.03629959 -0.07609526 -0.00794308  0.13416580 -0.18436375  0.17606089
  4121251  1704   -0.21537052  0.15343033  0.19060799  0.09957166 -0.24694157  0.07942755  0.03329535  0.12510241 -0.04632174 -0.12233075 -0.12980393  0.01519337 -0.02946951  0.00817479  0.14474489  0.00865399  0.15927332 -0.00707647  0.12189747  0.00707815  0.25271126  0.15527382 -0.13475570 -0.11245487  0.08158678 -0.02563832 -0.11273884 -0.05797942 -0.02403401 -0.14793948  0.05658008 -0.03887488  0.05402116  0.13800257  0.11622314 -0.06630878 -0.04408672  0.06970663 -0.00851023  0.05689689  0.23104960 -0.06578057  0.03994458  0.24839780 -0.20315304  0.17908419 -0.02023018 -0.07051110  0.21380247  0.04761875  0.00758189 -0.11010456 -0.09457507 -0.04949122  0.16705720  0.08101074  0.08999021  0.01036093 -0.14599152  0.11808682  0.06043631  0.02134943 -0.23863418  0.27149251
  4124413  3162    0.05399039  0.03470088  0.09533771 -0.23369561 -0.08487949 -0.05601351  0.11519871  0.15116089  0.04981320  0.09002569 -0.14028605 -0.01032436  0.05007449  0.01409288 -0.04195969  0.09760808  0.35222633  0.00503174 -0.02097306  0.14113737 -0.01026996 -0.00010938 -0.17246578  0.05300574 -0.16471343  0.15692958  0.17360553 -0.10127604  0.05757716  0.05433952 -0.18146440  0.05131635  0.07801026 -0.07033630 -0.05682209  0.12135055 -0.18592448  0.00350300  0.10112848  0.16631244 -0.10957221  0.10400181 -0.13663189  0.00942736 -0.01868570  0.07270213  0.19319030  0.20104629 -0.13865993  0.02086668  0.05853754 -0.00138211 -0.37525944 -0.05169637  0.07003106 -0.19564506 -0.01488494 -0.02070539  0.23302547  0.12720713  0.06368683  0.08456076 -0.09194406 -0.05735131
  4127356  2943   -0.00841736  0.32833569 -0.05984233  0.06358066  0.16104948 -0.07326018 -0.19918490  0.03997234  0.08435207  0.08848391  0.03418667 -0.11480169 -0.04175747  0.21478071 -0.06018220  0.02759005  0.13433921 -0.06936256 -0.15809488 -0.04851630 -0.06374040  0.00888531 -0.00256528  0.01675501  0.14748246 -0.15345987 -0.16365887 -0.22696986 -0.18566615  0.04790849  0.18050685  0.16858064  0.09833221  0.13338609  0.13886410 -0.04707366  0.08521559 -0.01253099 -0.00843425  0.00496536 -0.14806946  0.23272412 -0.16606412 -0.19657532 -0.09618782 -0.05121201 -0.11747852  0.11964334 -0.04345507 -0.05593369  0.14991779 -0.00972588 -0.07379497  0.09484905 -0.00154335  0.02123205  0.12847757  0.20515542  0.15352223 -0.01492329 -0.01986826 -0.11199268  0.00738249  0.27881768
  4132921  5565    0.06232362 -0.04112497 -0.14221777 -0.15256300  0.27005234 -0.15751786 -0.03353504 -0.12688820  0.14688053 -0.19221871 -0.05367915  0.20470917  0.01222550  0.10440183  0.12521378 -0.20126161  0.04035924 -0.11836022  0.06514985 -0.13456960  0.01346929  0.11609952 -0.18034348  0.12860134 -0.09454109  0.01300145 -0.02543192  0.22176286  0.08199717 -0.15658067 -0.07309374  0.06326428  0.03359963  0.21434887 -0.03423484  0.06044850  0.05007956 -0.10053530  0.00321883  0.15791499 -0.08950971  0.04073846  0.05842473  0.17461680 -0.28676864 -0.15131800  0.07147822  0.24327027  0.16125022 -0.06090362  0.00445722  0.04874110 -0.04568764 -0.02089684 -0.09362208  0.01409375 -0.06460490  0.01271885 -0.15423874  0.05286584 -0.16311068 -0.24558123  0.00409760 -0.03568453
  4133888  967     0.06261668 -0.03775752  0.13484624 -0.09031606  0.18420210  0.04242031 -0.04038091 -0.10179854 -0.10257096 -0.11194250 -0.06202939  0.10763462  0.03755993 -0.02106257 -0.25143598  0.08721080  0.10916607  0.16750349 -0.06499203 -0.00268257 -0.06145824  0.15092154 -0.02199054 -0.06109365 -0.05644814  0.18125877  0.06720729  0.16248537 -0.11800933 -0.03665593  0.01538056 -0.10629931  0.18478360  0.20470738  0.03988840 -0.04874040  0.01983853  0.24087430  0.09736271 -0.19590685  0.02004816  0.21254919 -0.10938478 -0.09395409 -0.13759787  0.09551776 -0.02070517 -0.19291518 -0.02136231 -0.21526954 -0.02543588  0.11885640  0.03020892 -0.02299811 -0.10345153 -0.08192607  0.04287873 -0.28913254 -0.09395253 -0.21963818  0.29536997 -0.06809280 -0.05063363  0.07032160
  4141593  7705    0.09326819  0.11742593 -0.24880027 -0.10005499  0.00348282  0.04959322 -0.07352768  0.15134636 -0.11932867  0.12999063  0.25866108 -0.14602841 -0.07043989  0.07657528  0.00284578  0.10431891  0.06765416 -0.07646226  0.00906288 -0.23473287 -0.00830238  0.00082148 -0.03439062 -0.11888266 -0.04712356  0.16528194  0.16731242  0.27935370  0.01736846  0.11301312  0.20167645  0.01185942  0.01581747  0.07051420 -0.15568672 -0.01885115 -0.15922898 -0.02487042  0.12433111  0.04190898 -0.14230865 -0.12415566  0.06513598  0.11038353  0.02980566 -0.12850287  0.04220493 -0.04169580 -0.02080102  0.17484511  0.07208682 -0.38984442  0.02676047 -0.10951551  0.03385596  0.15677286  0.03921206 -0.14164252  0.00475385 -0.14538886  0.09487812 -0.05377532 -0.13116995  0.13709095
  4143008  1415   -0.01705691  0.03727113 -0.09744679  0.13205483  0.05392834  0.13546449 -0.08507544  0.05635860  0.17333472 -0.22147833  0.14742961 -0.04812773 -0.14109888  0.12268760  0.02346617  0.02717350  0.12681636  0.15079624 -0.06590263 -0.04427086 -0.01054825 -0.05936145 -0.11646157  0.05221089 -0.13774218  0.12557427  0.02291249 -0.15724267  0.10018022  0.16664895  0.13386793  0.12438829  0.13227684  0.02428017 -0.09114084 -0.20807153  0.01950208  0.10915257 -0.11496462  0.12057361 -0.19415298 -0.19009125 -0.07221174  0.20455138  0.09388195  0.27985377  0.07804546 -0.10146981 -0.01364592  0.00909798 -0.08395369  0.23126524 -0.00125319  0.08170365  0.08654364 -0.15226886  0.03239572  0.13689783 -0.23257437 -0.24154827 -0.11662558  0.05289176  0.01195036 -0.15167989
  4144631  1623   -0.20365620 -0.26760442 -0.04941799  0.01039079  0.02506717 -0.01555744  0.18348351 -0.13059196  0.08332015  0.07548489 -0.22563890  0.05127932 -0.03464657  0.05828562  0.05408079  0.14853239 -0.16116584  0.05380483 -0.10049589  0.00745784 -0.09563445 -0.08473239  0.09760384  0.05849734 -0.08640536 -0.03473681 -0.00463400  0.00647467  0.07387852  0.02431431  0.00231574  0.20093932  0.17069450 -0.02731797 -0.34023267  0.01593180 -0.08321900  0.04492050  0.04513436  0.28754122  0.10971952 -0.09717020 -0.09661787 -0.05081530 -0.02509193  0.01136218 -0.10708707 -0.13266952 -0.01652689 -0.22042142  0.11417988 -0.10423986 -0.07697349 -0.14188692 -0.16265477  0.06979385  0.10646463  0.08505947 -0.04271709 -0.08528452 -0.06020978  0.06913742  0.04068295  0.37799938
  4145677  1046    0.01044339 -0.04051716 -0.13413724  0.03166840  0.04133021  0.07492827 -0.19313098  0.05262565 -0.14781900 -0.06319987 -0.03806830  0.10639762 -0.03044117 -0.18897311  0.15104025 -0.13199181  0.06528108 -0.15614528 -0.08494276  0.13946066 -0.22672457 -0.08411794 -0.18508944 -0.11263134  0.17359234 -0.06022894  0.12654055  0.08785979 -0.14644719  0.04367093 -0.06709951  0.00571523  0.18234545 -0.10575143 -0.03905550  0.06628356  0.09982747  0.06145227  0.09303909  0.21273691  0.14299029  0.00280548 -0.01479438  0.11942074 -0.15121988 -0.24948809 -0.16141828 -0.18863233 -0.03772538  0.06103969  0.02050425  0.18768626  0.12202963 -0.03109365  0.30789612 -0.16299967  0.12192673 -0.02125429  0.20524665 -0.10820325 -0.08239170  0.11524790 -0.05104224 -0.02682826
  4146198  521     0.04006491 -0.15244272  0.16579274 -0.21058094 -0.27806548 -0.02305621 -0.02139287  0.05008519 -0.00816868  0.07337101 -0.02448768  0.04252267  0.07960509 -0.10331878 -0.05534956 -0.31567554  0.16339997  0.01573863 -0.06437031 -0.22234214 -0.25368519 -0.10420170  0.03478209 -0.03166343  0.18392877 -0.15017172  0.05171520 -0.26436311  0.02283806  0.06514594  0.00977338 -0.07116055  0.07429577  0.11359012 -0.06023688 -0.07013807  0.26730292  0.09741412  0.18173057  0.13986834 -0.07973292 -0.03626480 -0.08528646  0.05942729  0.00256493  0.12083468 -0.00251712  0.10370710  0.03544384 -0.06523469 -0.11603428 -0.22382880  0.10365311 -0.01990616 -0.17617888  0.17134616  0.04528324  0.00997168 -0.05937858 -0.08116184  0.01162522 -0.08163463 -0.08844756 -0.16203090
  4146343  145    -0.06691216  0.12475824 -0.01669257  0.13988809  0.01784081 -0.03318098 -0.12080640 -0.06191346 -0.00569535 -0.01483580 -0.14319384 -0.07361360  0.01081487  0.13408510 -0.17886619  0.16485407  0.00976188  0.02378494 -0.00355572 -0.01843929  0.00884424 -0.04230249 -0.06745102  0.08803144 -0.20120952 -0.15384690  0.09270118 -0.02420868 -0.16135737 -0.31467476 -0.20128123 -0.04456223 -0.16267563 -0.02883768 -0.23912818  0.04836898  0.19814019  0.21774992  0.12132211 -0.09728985  0.09252598 -0.06728879 -0.00670441  0.10188011  0.03728898  0.02397816  0.14970973 -0.06162718 -0.12969044  0.10680635  0.00862662 -0.25904128  0.19419371 -0.07114482  0.03233014 -0.24857064  0.12408029  0.16287705  0.03888838  0.00658246 -0.08902531 -0.26550946 -0.03563431 -0.08488739
  4147672  1329    0.01337433  0.00117769  0.08968789 -0.05422814 -0.00251270  0.17252493  0.03118334 -0.05934934  0.19517263  0.16678153  0.11543476  0.07879604  0.06729926  0.17375014  0.32059200 -0.08374765  0.04873299 -0.09885458 -0.15951208  0.03906660 -0.07529820  0.02951565  0.02789489 -0.12164643 -0.15673538  0.02398561  0.03879185 -0.07847363 -0.10496261 -0.12591329 -0.02188092  0.16800612 -0.14901916 -0.12609877  0.07015974 -0.21757789 -0.20701656  0.00880197 -0.00857561  0.07134010  0.07670066  0.32363547  0.27588429 -0.06431936 -0.05836285  0.16721104 -0.12093220 -0.07377692 -0.20688628 -0.11308466  0.06553402 -0.09618565  0.15052714 -0.11891870  0.05588054  0.00301379  0.00703797 -0.15575621 -0.10124228 -0.02371445 -0.09004681 -0.09286506 -0.08918842 -0.15922284
  4150799  3127   -0.09551566  0.04957270  0.34349969  0.04877615  0.12559031  0.04585109 -0.15501427  0.14284351  0.07230410  0.19246915  0.00858817  0.08036324 -0.15919474 -0.11234481  0.02184692 -0.15662334 -0.21509766 -0.10167239  0.00164953  0.12122182  0.06934879  0.02070493 -0.16044269  0.25747727 -0.20676885  0.25815393  0.09902623  0.08493126  0.10435780  0.17295231 -0.03585243  0.02599902  0.00779622 -0.04055125 -0.05439104 -0.07863951  0.03864622  0.06329127  0.10734329 -0.08255118 -0.06874126  0.16742059 -0.19184486  0.10283159  0.03482976 -0.04935926 -0.04023156 -0.16007796  0.07974412 -0.04370389 -0.04259074 -0.06239312  0.12735995  0.09632748  0.02458023  0.28298034  0.02095018  0.22311643  0.09251083  0.15229999  0.02244319 -0.07318531 -0.04901167 -0.01008020
  4152664  1865   -0.12645439 -0.07380382  0.11571350 -0.07728857  0.15340889  0.06755456  0.10010984 -0.06028656 -0.05064747 -0.16123606  0.18558162 -0.09733287  0.03522923 -0.15700657  0.06794585  0.01376999 -0.13957891 -0.05564734 -0.13532693  0.11578576  0.32483848  0.03731716 -0.08702952 -0.06257902 -0.01554859 -0.08064979  0.22812633 -0.32036622 -0.09977137 -0.21492697 -0.01954663 -0.07902555  0.17058031  0.24974912 -0.01989537 -0.03509207 -0.17996021 -0.26433976  0.07710284  0.04053419 -0.07010493  0.02475027 -0.09285167  0.15651113  0.13908863 -0.08906018 -0.09626971  0.09289917 -0.04435620  0.10609639  0.01117980 -0.05758871  0.11626477  0.01913199 -0.16790805 -0.04986877  0.12451586 -0.03614617  0.10979876 -0.14347970  0.04010528  0.01118970  0.13244788 -0.02539034
  4157068  4404    0.17773750  0.09647705  0.04201012 -0.11442508  0.15248906 -0.04661271  0.02535868  0.09431675 -0.12887970 -0.07146660  0.20472671  0.07986545 -0.18972126  0.08299460  0.10992522  0.31796860 -0.12634236 -0.03775423 -0.27755772  0.08611304 -0.15924010 -0.03129691 -0.07824200  0.18371538  0.01707822 -0.16981034  0.04177027 -0.02798189  0.03912893 -0.14072087 -0.08112358  0.00599061 -0.13841719  0.09147978  0.15638264  0.07646334 -0.02401071  0.22887784  0.04807541  0.13606141  0.20642867 -0.14845598 -0.12359357 -0.07566640  0.09204128 -0.00844467  0.00569185  0.13234864  0.11175176 -0.12840802 -0.08320973 -0.07423195 -0.04368840  0.14129283  0.03462350  0.16659205  0.03525234 -0.09298057 -0.15678502  0.05393399 -0.00474453  0.22126336 -0.15057311 -0.10448737
  4158868  1800   -0.07560387  0.11008415  0.14576018  0.09163965 -0.11183505 -0.11601670  0.21547585  0.08425519  0.18191249 -0.15376395 -0.00957219 -0.01118791 -0.19585120 -0.07486683  0.04620210 -0.04474327  0.16037755 -0.06024919 -0.01011523 -0.03691011  0.09647457  0.13152287 -0.10998711  0.28218872 -0.01611686 -0.10907632 -0.02713500  0.09908152  0.08066353 -0.14011391  0.05576525  0.04969922  0.26190938 -0.01994817  0.07250852 -0.04191166  0.16580796  0.10858527 -0.14642912  0.04909117 -0.06336207 -0.08563079  0.15986423 -0.31688958  0.00714265 -0.21711270  0.08926262 -0.12523670 -0.27450500  0.09994750 -0.01008915 -0.08259296  0.07503455 -0.14394662 -0.03003470  0.13934749 -0.09250207 -0.11845374  0.10839371 -0.16673069  0.02181469  0.08732220  0.05301199 -0.07145155
  4160539  1671    0.07037443 -0.04633696 -0.06173371 -0.00303700  0.06775562  0.15383761 -0.08947836  0.23074307  0.03257847  0.19188272 -0.07165015  0.18299279  0.04023444  0.27047472 -0.00347729 -0.21342803  0.15982455  0.05528468 -0.14197626 -0.08094286  0.04859110  0.06208321 -0.01896806  0.00208378  0.08202833  0.17209782  0.01227521 -0.02015686 -0.15366729 -0.20848554 -0.10972121 -0.07724609  0.07992036 -0.15703692 -0.05801138  0.03213599 -0.12272732 -0.09088476 -0.11372777 -0.09415347  0.21265281 -0.14891288 -0.04214707 -0.03835570 -0.01817777 -0.12459952  0.16781995  0.11083639 -0.04435545  0.07400505 -0.07119805  0.07771004  0.17158013  0.02321272 -0.18906533  0.07033304  0.03422219  0.25862868 -0.14258540 -0.07630750  0.21407535  0.25679740  0.09834984  0.08037799
  4160913  374    -0.02506657 -0.14900031 -0.14876977 -0.09320319 -0.02442052  0.14535064 -0.21221977  0.18225782 -0.00141702 -0.01995508  0.00658118 -0.03545962  0.20188948  0.04804634 -0.06350259  0.01154750  0.06830081  0.18780045 -0.05527218  0.04847344  0.09365777  0.06269320 -0.03677538  0.17194027  0.02619116 -0.02279777 -0.19837669  0.00381259  0.16769563 -0.23174743  0.01174773  0.17316532  0.11048172 -0.17081535  0.01177919 -0.07281508 -0.13143758  0.04921491 -0.04188203 -0.03443745 -0.12547960 -0.13122408 -0.19824112 -0.08938324 -0.13276969  0.02281708 -0.29444311 -0.13477915  0.20225610  0.06434263 -0.06204546 -0.17138305  0.09402261  0.10154971 -0.10467720 -0.08550748 -0.05809101 -0.25045774  0.19414712  0.18565495 -0.11801384 -0.04331442  0.00308204 -0.11601577
  4163815  2902   -0.07442009  0.24872564 -0.13905565  0.16688099  0.01694680 -0.03336992 -0.05978083  0.20195202  0.01430315 -0.12238495 -0.15961742  0.23941339  0.24189538 -0.00943318  0.01108197  0.03001698 -0.05787480 -0.10324473  0.05352138 -0.05913445 -0.15172890 -0.12097404  0.19393762  0.07170279 -0.18742539 -0.09972869  0.16250832 -0.23594493  0.11803400  0.01943362 -0.06001617 -0.01149098  0.06115156  0.17555143 -0.27856690 -0.22337094 -0.06147021 -0.09485295 -0.04930762 -0.12190625  0.08523543 -0.05251255  0.11177036 -0.02596793 -0.04323214 -0.11307856 -0.11602390  0.00422005 -0.01292470 -0.00106859  0.03639731  0.06448001 -0.12556295  0.15399366  0.08387402  0.13906148 -0.12497774 -0.13877212  0.03035513  0.02732998  0.26080327 -0.02139749 -0.08157205 -0.09719253
  4176319  12504   0.02212229 -0.05082986 -0.13374382  0.01527938  0.04621558 -0.04382185  0.17178461 -0.00155792 -0.38216216 -0.09251254 -0.08550475  0.11707739  0.11128932  0.21462205  0.05782732  0.04944380 -0.01057681  0.09197588 -0.12032864 -0.19141707  0.30266700  0.12786348 -0.19064665 -0.12649048 -0.08092529  0.04196439 -0.10010781 -0.13185775  0.20461069  0.22292844 -0.07382743  0.16843007 -0.15181254 -0.00971702 -0.00175134 -0.04080839  0.15369595  0.13458651  0.16733565  0.01337349  0.05722283  0.08990849  0.06885762 -0.07807271 -0.02257413  0.03029221 -0.07724386  0.06172743 -0.00204309  0.05329595 -0.05609931  0.10351345  0.11167578 -0.15533883  0.05748343  0.18403037  0.03635922  0.11333166  0.24896920 -0.08694052  0.05124156  0.01775503  0.08627383 -0.10762883
  4178252  1933   -0.27238679 -0.11868809  0.04162343  0.03573143 -0.05508874  0.16982034 -0.13743028 -0.15010821 -0.09316324 -0.12957702  0.19761701  0.05158556  0.03658168  0.13772720  0.20208736  0.06308180 -0.03160454 -0.07666792  0.00006203  0.09742740 -0.09318220  0.13750233  0.06891218  0.12779438  0.10106318  0.08323052  0.01829277  0.00405514  0.01886310  0.16008759 -0.13610988 -0.29139328  0.02530609 -0.12684361 -0.15915402 -0.11745600  0.05251257  0.12630186 -0.26834631 -0.10329157 -0.10734914  0.00734101  0.05355386 -0.13495352 -0.08037760  0.00729706  0.17812520  0.31461722  0.11672192 -0.02203664 -0.01518953 -0.07024551 -0.05709607 -0.02011384 -0.02160915 -0.00174436  0.25370434 -0.08418397  0.20741797 -0.08663040 -0.03951525 -0.05202993 -0.09770013  0.06945831
  4180737  2485   -0.27330919 -0.18549136  0.19320980 -0.25539578  0.11747429 -0.09689527  0.02997156  0.16187504 -0.12796341  0.13747895 -0.02823861 -0.03703910  0.07415825 -0.06846492 -0.02073790 -0.00345646  0.00433153  0.12466068 -0.22731551 -0.20935865 -0.08409611  0.06504945  0.06533119  0.08610526 -0.21035565 -0.08313055  0.01932977 -0.01906059 -0.12115748 -0.02707277  0.26993146 -0.06703571 -0.14812461 -0.04353610  0.02367665 -0.05384902  0.01982394  0.13336087 -0.08938875  0.06676318  0.05343211  0.00182721  0.16904189  0.05862895 -0.04943179 -0.08832119  0.09544549 -0.03368377  0.02836450  0.32779943  0.07471481  0.19965102 -0.10192980  0.26185724  0.09660894 -0.02518101 -0.03290143 -0.06386625 -0.00522898 -0.03024401 -0.12041828 -0.08702560  0.10686235  0.12551803
  4182047  1310   -0.08654489 -0.13959960  0.12397842 -0.10078884  0.02446543 -0.01588846 -0.08120427  0.28749975  0.06763462 -0.13468026  0.04795161  0.05552226 -0.23017350  0.04662477  0.11521888  0.03177737 -0.01910011 -0.17281445 -0.06465656  0.10911985  0.12504355 -0.25130762  0.15729135 -0.42323468  0.00662832 -0.08080830  0.03800962  0.05786928  0.12027133 -0.06326640  0.10617522  0.24997995  0.07719220 -0.01194453 -0.11337397 -0.02457126  0.14397037  0.11853482  0.13415813 -0.28539167 -0.03499059  0.02143148 -0.00548565 -0.13892034 -0.07361899 -0.06566719  0.22653827  0.05766944  0.16170189 -0.01376390  0.05266987  0.02354296 -0.03715334 -0.08359294 -0.06049068 -0.13766311 -0.02173228 -0.01241398 -0.03972553  0.10889397  0.01210258 -0.00341031  0.10507435 -0.04694566
  4184102  2055   -0.12814135  0.01994743 -0.01293424 -0.09299647 -0.01160190 -0.22764041 -0.11436416 -0.07540901  0.01211263  0.05072739 -0.19001877  0.01685657 -0.11367279  0.10308361  0.11121243 -0.16380036 -0.07603229 -0.23026414 -0.24668197 -0.16678605  0.17846798  0.10720625  0.14286041  0.03052884 -0.01391871 -0.14381867 -0.04863861  0.07411202  0.02390736  0.18011572  0.14908735 -0.02468044  0.06116109  0.03784250 -0.02296914  0.32060554 -0.20070479  0.04609230 -0.21690609 -0.05549172  0.01041632 -0.08658249 -0.09041060  0.07673944  0.13797655  0.13238378 -0.07682096 -0.05111945 -0.05968986 -0.09128983 -0.12766949 -0.00998057  0.08420471 -0.01816237  0.02966298 -0.23935745  0.02487827 -0.02942392  0.08405314  0.01042343  0.21293661 -0.03501160 -0.23187160 -0.18546884
  4185556  1454   -0.07839216 -0.06583135 -0.04600286  0.07128873 -0.29939247  0.07836746 -0.04460487  0.12330890  0.08747544  0.05505607  0.17393300 -0.25985596 -0.05341479  0.12239753 -0.01867285  0.06387673 -0.01348847 -0.02912778  0.13588709 -0.01149523  0.00030939  0.03812547 -0.04288250  0.06191706 -0.11372498  0.04562018  0.02332984  0.15195736 -0.13434889 -0.04922605  0.00552506  0.12062582  0.11649287  0.09113042 -0.11610383  0.20271311  0.07719918 -0.02874160  0.07978965  0.23828361  0.26963636  0.13560366  0.10511457 -0.14292958  0.11514175  0.02589754 -0.14770636  0.13045103  0.19085756 -0.01472371 -0.11422918  0.25986149 -0.03635221  0.14180816 -0.07729925  0.04496370  0.13110336 -0.02004357  0.03150644 -0.01604314  0.22663545 -0.23909492  0.11605569 -0.17020502
  4193520  7964    0.00514418  0.08718906 -0.01162349  0.06859696  0.08033894 -0.08900324  0.20359613 -0.05506810 -0.14137982  0.17286792  0.05501093 -0.01543490 -0.06696466 -0.04594146 -0.11019581 -0.10376224  0.18080699 -0.00943408  0.08260101  0.09019239  0.16466595  0.14425769  0.11065610 -0.17993275 -0.01590814 -0.04242768  0.09277982  0.05075462  0.04872571  0.04883642  0.03338108  0.04194902  0.01688873 -0.09728608 -0.07950219 -0.20898211 -0.04778770  0.05840794  0.00235205 -0.01655377  0.07875990 -0.10975733  0.01939800 -0.05686582 -0.09524068 -0.26027543 -0.11679820 -0.03354657 -0.11389872 -0.15468672 -0.29862179 -0.02007503 -0.20074052  0.29490884 -0.16095118 -0.06033690  0.32418732  0.07088632 -0.10426023  0.03658109 -0.22539837 -0.06888439 -0.15509855 -0.14313781
  4198163  4643   -0.03028217 -0.12318525  0.04499239 -0.23913156 -0.00656638  0.16079347 -0.19270498  0.04355138  0.00019035  0.00665892  0.03060743 -0.06997582  0.31674006 -0.06002036 -0.10669396  0.21762230 -0.05887592 -0.17359766  0.20384585  0.04358849  0.16095175 -0.02028397 -0.04249723  0.02510034 -0.14570646 -0.00645980 -0.02457123 -0.10537525  0.05750371  0.06992945  0.15049474 -0.02197057  0.04250460  0.03313691  0.09751930  0.16882297  0.09536293  0.09886425 -0.11665970  0.07747952 -0.05654462 -0.01431757  0.19279573 -0.07389349 -0.20578702 -0.16780839 -0.06074060  0.03312131 -0.12647372 -0.26317344 -0.01160863 -0.17399255  0.05700716  0.04794422  0.13240042 -0.07766169 -0.04943889  0.28935026 -0.19002068 -0.10596667  0.07523487  0.17519796  0.00348244 -0.07574720
  4201160  2997   -0.03246162 -0.03367912 -0.07467854  0.02551716  0.12191282 -0.04656177  0.04064755 -0.13118287 -0.10183488 -0.00480834 -0.22405329  0.10126979 -0.00825285 -0.06084616 -0.15728524 -0.05977040  0.06854596  0.01849354  0.12309706  0.13135297 -0.09351672  0.01383509 -0.03669022 -0.05833410 -0.09706795  0.02068106  0.28190286 -0.02927398  0.04205618 -0.00566067  0.11825308  0.32876445  0.12271399 -0.10615603  0.17247005 -0.01342758  0.08091925 -0.06540163 -0.24615933  0.08120766 -0.00661596  0.09848080  0.03466413 -0.12302270  0.24211040  0.09321110  0.07127548  0.22667176  0.21965425  0.14012222 -0.07618910 -0.20791586  0.27212881  0.09328673  0.18774152  0.00519452  0.15241719 -0.10332220 -0.11955740  0.05344964  0.08695801  0.02042716 -0.01921310  0.09548485
  4201533  373     0.09471390  0.14736733 -0.07168201 -0.16879664 -0.02551503 -0.05441879  0.01506158 -0.07228351  0.08135679 -0.02861123  0.21863350  0.00090725  0.19887022 -0.15655869  0.22733413 -0.02678137  0.19407614  0.10493476  0.17387784 -0.09630613 -0.01476189  0.02823264  0.01175825  0.09088810 -0.20097565 -0.34388184  0.20604336 -0.00111799  0.14821723  0.02201817  0.02884223 -0.06955966  0.06367446 -0.14642702 -0.01980156  0.12248991 -0.14876478  0.12572549  0.07701403 -0.21813796  0.05121092  0.08480870 -0.09364109 -0.11646391  0.08844469  0.02175113 -0.01504670 -0.11150904  0.19862152  0.03899057  0.02391430  0.21977077  0.12885656 -0.17600967 -0.08324864  0.02256686  0.13386054  0.19399978 -0.04769132  0.01380209 -0.05095119  0.02528344 -0.06296316  0.18045608
  4205244  3711   -0.19407928  0.04641406  0.15712739 -0.04798771 -0.02004717 -0.15530103 -0.02506712  0.00099601 -0.22706536 -0.08870473  0.00081562 -0.20493933  0.05998784  0.09237814 -0.06956348  0.00848460  0.17707559 -0.35016523  0.02330077  0.09929509 -0.32546885 -0.07909471  0.04150859 -0.01443265 -0.05459244  0.16237132 -0.04250487  0.05168649  0.23155746 -0.06570700 -0.11785432  0.05000613 -0.06703800  0.13024546  0.17465513 -0.06832708 -0.25918915 -0.05843946  0.04136119 -0.04743139  0.04594800 -0.21966302 -0.02296498 -0.06496339 -0.06061224  0.09598518 -0.08336015 -0.00466468 -0.07431916  0.02503535 -0.20986650  0.10509042  0.18902053 -0.09432193 -0.03761012  0.00485187 -0.05277861  0.11395132  0.01710884 -0.09187196 -0.07612791 -0.11392222  0.17786913  0.12064520
